destinasi,review,sentiment,text_cleaned,sent_num
makam sunan kalijaga,"Raden Mas Said atau yang lebih dikenal dengan nama Sunan Kalijogo (1450-1592 M) merupakan waliyullah yang tergabung dalam Dewan Walisongo memiliki peranan penting dalam penyebaran agama Islam di pulau Jawa. Murid Sunan Bonang ini dalam melakukan dakwahnya lebih menekankan pada toleransi budaya lokal dan menggunakan kesenian dan kebudayaan sebagai sarana dakwah sehingga Islam diterima dengan baik oleh masyarakat Jawa.

Makamnya terletak di Desa Kadilangu Kecamatan Demak Kabupaten Demak. Haulnya diperingati setiap tanggal 10 Muharam. Namun setiap harinya makam ini banyak dikunjungi peziarah yang datang dari penjuru daerah, bahkan dari luar pulau Jawa. Biasanya lebih ramai di hari Jum'at Sabtu Minggu dibanding hari lainnya.

Untuk menuju makam ini, peziarah yang datang menggunakan bis harus berjalan kaki dari lokasi parkir melewati perkampungan sampai di Masjid Kadilangu, yang merupakan peninggalan Sunan Kalijogo. Disepanjang jalan ke lokasi makam yang tidak jauh dari masjid tersebut banyak warung yang menjajakan aneka cemilan khas Demak dan souvenir yang menjadi sumber penghidupan masyarakat sekitar.

Makamnya terpelihara baik, bersih dan nyaman, tidak ada aturan jam buka tutup, datang di waktu kapanpun tetap bisa masuk. Kebetulan saya datang kesini di waktu pagi di hari Jum'at 23 Februari 2024 bersama rombongan jamaah musholla yang  rutin mengadakan ziarah ke beberapa makam wali dan ulama setiap tahunnya sebelum bulan puasa tiba.

Assalamu alaik ya Waliyullah Sunan Kalijogo. Al Fatihah...",Negative,raden mas said dikenal nama sunan kalijogo waliyullah tergabung dewan walisongo memiliki peranan penyebaran agama islam pulau jawa murid sunan bonang dakwahnya menekankan toleransi budaya lokal kesenian kebudayaan sarana dakwah islam diterima masyarakat jawa makamnya terletak desa kadilangu kecamatan demak kabupaten demak haulnya diperingati tanggal muharam harinya makam dikunjungi peziarah penjuru daerah pulau jawa ramai jum at sabtu minggu dibanding makam peziarah bis berjalan kaki lokasi parkir melewati perkampungan masjid kadilangu peninggalan sunan kalijogo disepanjang jalan lokasi makam tidak masjid warung menjajakan aneka cemilan khas demak souvenir sumber penghidupan masyarakat makamnya terpelihara bersih nyaman tidak aturan jam buka tutup masuk kesini pagi jum at februari rombongan jamaah musholla rutin mengadakan ziarah makam wali ulama tahunnya puasa assalamu alaik ya waliyullah sunan kalijogo al fatihah,0.0
makam sunan kalijaga,"Datang saat nisfu syaban. Penuh, semrawut. Dari parkir: dapar karcis 50rb, resmi tapi agak jauh. Ada info parkir kosong yang lebih dekat, pindahlah kita ke tempat yang lebih dekat, eh ditarik lagi 20rb tapi tanpa karcis. Di depan makam, penuh sesak, setiap rombongan kenceng2an suara dengan tahlilnya masing2. Sangat bising dan tidak bisa menikmati mengaji.  Banyak pos-pos petugas yang meminta kotak diisi seikhlasnya tiap ada peziarah lewat. Belum lagi diluar, ada penjual nasi bungkus tapi lauknya ternyata basi, ada pengamen marah-marah karena ndak diberi.
Tolong ditertibkan",Negative,nisfu syaban penuh semrawut parkir dapar karcis ribu resmi info parkir kosong pindahlah eh ditarik ribu tanpa karcis makam penuh sesak rombongan kencengan suara tahlilnya bising tidak menikmati mengaji pos pos petugas kotak diisi seikhlasnya peziarah diluar penjual nasi bungkus lauknya basi pengamen marah marah indak tolong ditertibkan,0.0
makam sunan kalijaga,Senang bisa silaturahim ke demak,Positive,senang silaturahim demak,1.0
makam sunan kalijaga,"Tempat nya ramai, banyak wisatawan luar kota
Ada berbagai macam pedagang
Mulai dsri makanan, pakaian hingga mainan anak
Pernak pernik seputar Sunan juga ada",Positive,ramai wisatawan kota pedagang dsri makanan pakaian mainan anak pernak pernik seputar sunan,1.0
makam sunan kalijaga,"Sangat menarik
Jika ada kesempatan ke Semarang / Demak, singgahlah kesini",Positive,menarik kesempatan semarang demak singgahlah kesini,1.0
makam sunan kalijaga,Nyaman ziarahnya,Positive,nyaman ziarahnya,1.0
makam sunan kalijaga,Alhamdulilah pas dateng tidak terlalu ramai,Positive,alhamdulilah pas tidak ramai,1.0
makam sunan kalijaga,suatu anugerah rezeki yang luar biasa bisa ziaroh ke beliau kanjeng sunan Kaljogo.,Positive,anugerah rezeki ziaroh beliau kanjeng sunan kaljogo,1.0
makam sunan kalijaga,"Saran bagi peziarah. Jangan bawa pengeras suara bentuk apapun untuk menghargai orang lain dan menaati aturan. Lantunkan dzikir dan doa anda cukup dengan lisan tanpa perlu pengeras. Ingat, tujuan ziarah adalah untuk berdoa, berdzikir dan bermunajat kepada Allah SWT. bukan konser.
Semoga bermanfaat.",Negative,saran peziarah jangan bawa pengeras suara bentuk apapun menghargai orang menaati aturan lantunkan dzikir doa lisan tanpa pengeras tujuan ziarah berdoa berdzikir bermunajat allah swt bukan konser semoga bermanfaat,0.0
makam sunan kalijaga,Istimewa,Positive,istimewa,1.0
makam sunan kalijaga,Sedikit cerita awal ziarah ke makam sunan Kalijaga .Kita rombongan dari luar kota dari makam sunan kudus lalu ke sunan kalijaga sebelum mau ke area makam kalijaga kita ditanyakan oleh petugas absen dan kita dari kota **** saya sengaja hiraukan karena jumlaah kami cuma sedikit tetapi petugasnya memanggil kami seperti kaya maling mau kabur aja padahal sesudah saya masuk tadi ada juga rombongan banyak dari luar kota juga dan tidak diTERIAKIN .anehnya cuma keluarga saya yang di TERIAKIN suruh absen dulu dan akhirnya pun kakak saya yg tanda tangan dan diwajibkan infaq /sedekah .kalo peraturan seperti itu ya kita kurang tau juga karena baru pertama kali juga .next bisa lebih ramah lagi/nggak ya dihampiri juga bisa ga perlu teriak teriak kek sini MALING AJA!!!!,Negative,cerita ziarah makam sunan kalijaga rombongan kota makam sunan kudus sunan kalijaga area makam kalijaga petugas absen kota sengaja hiraukan jumlaah petugasnya memanggil kayak maling kabur masuk rombongan kota tidak diteriakin anehnya keluarga teriakin suruh absen kakak tanda tangan diwajibkan infaq sedekah kalo peraturan ya kurang tau kali next ramah ya dihampiri teriak teriak kayak maling,0.0
makam sunan kalijaga,"Salah satu tempat tawassul favorit, lokasi di Demak, jadi gak begitu jauh dari Semarang. Raden Syahid aatu Kanjeng Sunan Kalijaga adalah salah satu bagian Walisongo. Senantiasa rame pengunjung setiap harinya, dari berbagai kota di Indonesia. Banyak juga toko oleh-oleh di komplek pemakaman ini.",Positive,salah tawassul favorit lokasi demak semarang raden syahid aatu kanjeng sunan kalijaga salah walisongo senantiasa rame pengunjung harinya kota indonesia toko komplek pemakaman,1.0
makam sunan kalijaga,"Paarkir mobil 10.000, sangat tidak wajar",Negative,paarkir mobil tidak wajar,0.0
makam sunan kalijaga,"Sedang padat banyak pengunjung, tiba tengah malam enak jajan sekoteng dulu biar hangat. Nyaman penunggu kotak amalnya ramah2.",Positive,padat pengunjung malam enak jajan sekoteng biar hangat nyaman penunggu kotak amalnya ramah,1.0
makam sunan kalijaga,Subhanallah,Positive,subhanallah,1.0
makam sunan kalijaga,"Makam Sunan Kalijaga.

Malam wali songo yang tidak pernah sepi dan selalu ramai setiap saat. Lokasi parkir banyak di sekitar area makam. Banyak sekali yang menjual berbagai macam makanan atau oleh-oleh khas daerah Demak atau wisata ziarah. Tertata rapi sehingga enak dilihat. Apabila waktu sholat terdapat masjid yang cukup besar dan bersih. Dari masjid ke makam dikelilingi banyak penjual dan terdapat pengemis juga. Apabila ingin masuk makam tidak boleh membawa sendal sehingga nanti akan dimasukkan kedalam tas kresek dengan harga 2000 rupiah. Nantinya sandal akan dikumpulkan menjadi satu dan akan dibawa oleh pengelola kearah pintu keluar. Siapkan uang receh cukup banyak karena banyak pengeluaran tidak terduga. Setelah keluar malam akan banyak penjual buah-buahan seperti jambu atau belimbing yang terlihat segar.",Positive,makam sunan kalijaga malam wali songo tidak sepi ramai lokasi parkir area makam menjual makanan khas daerah demak wisata ziarah tertata rapi enak sholat masjid bersih masjid makam dikelilingi penjual pengemis masuk makam tidak membawa sendal dimasukkan kedalam tas kresek harga rupiah sandal dikumpulkan dibawa pengelola kearah pintu siapkan uang receh pengeluaran tidak terduga malam penjual buah buahan jambu belimbing segar,1.0
makam sunan kalijaga,"Makan sunan Kalijaga. Sunan jogo kali, nama asli Raden mas said. Merupakan tokoh penting dalam proses penyebaran agama Islam di tanah jawa. Salah satu dari sembilan wali yang pertama kali berdakwah terkait agama Islam di tanah jawa. Berkat jasa beliau agama Islam mulai meluas di tanah jawa. Pada awal masa pengaruh peninggalan kerajaan Hindu dan Budha. Masih banyak yang beragama Hindu dan Budha akhirnya di masuk kedalam agama Islam.

Pendekatan dakwah yang dilakukan jaman dahulu dengan melalui nilai-nilai budaya, dan mengangkat nilai-nilai leluhur untuk menarik masyarakat untuk ikut dan bergabung pada agama Islam.

Pengalaman ketika kesini hari libur nasional, tempat sangat ramai, banyak sekali wisatawan dan ziarah kubur ke makam sunan. Jadi ramai sekali. Di sekitar lokasi banyak penjual, banyak UMKM terbantu di area wisata tersebut. Inilah penyumbang terbesar penghasilan daerah. Perputaran ekonomi cepat karena aktivitas usaha yang berjalan.",Positive,makan sunan kalijaga sunan jogo kali nama asli raden mas said tokoh proses penyebaran agama islam tanah jawa salah sembilan wali kali berdakwah terkait agama islam tanah jawa berkat jasa beliau agama islam meluas tanah jawa pengaruh peninggalan kerajaan hindu budha beragama hindu budha masuk kedalam agama islam pendekatan dakwah jaman nilai nilai budaya mengangkat nilai nilai leluhur menarik masyarakat bergabung agama islam pengalaman kesini libur nasional ramai wisatawan ziarah kubur makam sunan ramai lokasi penjual umkm terbantu area wisata penyumbang terbesar penghasilan daerah perputaran ekonomi cepat aktivitas usaha berjalan,1.0
makam sunan kalijaga,"Makam sunan Kalijaga ini sangat indah , nyaman dan serasa kita balik ke zaman nenek moyang , saya jujur pengin ke situ lagi",Positive,makam sunan kalijaga indah nyaman serasa zaman nenek moyang jujur pengin situ,1.0
makam sunan kalijaga,suasana tenang relijius,Positive,suasana tenang relijius,1.0
makam sunan kalijaga,masyaallah tabarakallah semoga bisa kesini lagi,Positive,masyaallah tabarakallah semoga kesini,1.0
makam sunan kalijaga,Tempatnya Wali Allah yg mulia,Positive,tempatnya wali allah mulia,1.0
makam sunan kalijaga,MasyaAllah,Positive,masyaallah,1.0
makam sunan kalijaga,"Aku dulu nyampek SUNAN KALIJAGA itu malem pas rombongan sama di PURWODADI PASURUAN... agak sepi tapi masih banyak yg ZIARAH sih... Jadi pas beli2 agak enak, gak kesusu yg mau berangkat lagi
Pas sama rombongan sekolah dulu siang, tapi gak beli apa2... Parah.a lagi gak masuk ke dalam, soal.a ketinggalan rombongan lain.a
Tapi aku suka banget tempat.a, bersiiih",Positive,nyampek sunan kalijaga malam pas rombongan purwodadi pasuruan sepi ziarah pas beli enak kesusu berangkat pas rombongan sekolah siang beli parah a masuk a ketinggalan rombongan a suka banget a bersiiih,1.0
makam sunan kalijaga,Malam wali songo yang tidak pernah sepi dan selalu ramai setiap saat. Lokasi parkir banyak di sekitar area makam. Banyak sekali yang menjual berbagai macam makanan atau oleh-oleh khas daerah Demak atau wisata ziarah. Tertata rapi sehingga enak dilihat. Apabila waktu sholat terdapat masjid yang cukup besar dan bersih. Dari masjid ke makam dikelilingi banyak penjual dan terdapat pengemis juga. Apabila ingin masuk makam tidak boleh membawa sendal sehingga nanti akan dimasukkan kedalam tas kresek dengan harga 2000 rupiah. Nantinya sandal akan dikumpulkan menjadi satu dan akan dibawa oleh pengelola kearah pintu keluar. Siapkan uang receh cukup banyak karena banyak pengeluaran tidak terduga. Setelah keluar malam akan banyak penjual buah-buahan seperti jambu atau belimbing yang terlihat segar.,Positive,malam wali songo tidak sepi ramai lokasi parkir area makam menjual makanan khas daerah demak wisata ziarah tertata rapi enak sholat masjid bersih masjid makam dikelilingi penjual pengemis masuk makam tidak membawa sendal dimasukkan kedalam tas kresek harga rupiah sandal dikumpulkan dibawa pengelola kearah pintu siapkan uang receh pengeluaran tidak terduga malam penjual buah buahan jambu belimbing segar,1.0
makam sunan kalijaga,Rekomendasi Ziarah Favorit Di Demak,Positive,rekomendasi ziarah favorit demak,1.0
makam sunan kalijaga,Tempat  ziarah ternyaman ketika jenuh dengan aktivitas sehari-hari...selalu dan selalu ingin kesini setiap melewati kota demak..ziarah teristimewa,Positive,ziarah ternyaman jenuh aktivitas sehari kesini melewati kota demak ziarah teristimewa,1.0
makam sunan kalijaga,Oleh-oleh di sini lumayan murah-murah,Positive,lumayan murah murah,1.0
makam sunan kalijaga,Akhirnya bisa berdoa d makom beliau sunan kali jogo.makasi orang Baek UD mengajak kami.. semoga d limpakan risqi yg barokah amiin,Positive,berdoa makom beliau sunan kali jogo terima kasih orang mengajak semoga limpakan risqi barokah amin,1.0
makam sunan kalijaga,"Tempat ziarah umat Muslim yg banyak dikunjungi peziarah. Masjid nya lumayan luas, dikelilingi kios2 penjual makanan dan sovenir.

Udara nya panas krn atap nya kurang tinggi, tp kebetulan kita sampe sana pagi jam 3 kd tdk begitu pnas. sampah msh terlihat ada yg dibuang sembarangan.

Makam2 nya bersih dan rapi.

Sukses selalu.",Positive,ziarah umat muslim dikunjungi peziarah masjid lumayan luas dikelilingi kios penjual makanan sovenir udara panas atap kurang pagi jam kd tidak pnas sampah dibuang sembarangan makam bersih rapi sukses,1.0
makam sunan kalijaga,"tempat ziarah kesukaan yang dekat dengan kudus, selain petugasnya yang ramah, banyak juga oleh"" yg bisa dibawa dari sini, sangat direkomendasikan",Positive,ziarah kesukaan kudus petugasnya ramah dibawa direkomendasikan,1.0
makam sunan kalijaga,"Alhamdulillah,nyampe kesini lagi",Positive,alhamdulillah kesini,1.0
makam sunan kalijaga,"Makam Sunan sekaligus tujuan wisata religi di kawasan Demak. Kental dengan nuansa sejarah kisah-kisah jaman keemasan Wali Songo. Pastikan kalau masuk sendalnya dititipkan dengan benar di depan, kalau gak mau kesusahan nyarinya nanti pas sampai pintu keluar. Lokasi parkiran mobil rada jauh jadi harus jalan dulu.",Negative,makam sunan tujuan wisata religi kawasan demak kental nuansa sejarah kisah kisah jaman keemasan wali songo pastikan masuk sendalnya dititipkan kesusahan nyarinya pas pintu lokasi parkiran mobil rada jalan,0.0
makam sunan kalijaga,Tempat untuk tawassul,Positive,tawassul,1.0
makam sunan kalijaga,Tempat bersejarah,Positive,bersejarah,1.0
makam sunan kalijaga,Alhamdulillah suasananya ramai... Banyak sekali pengunjungnya jarang sekali sepi... Dan akses yg mudah serta warga dan pedagang setempatpun ramah tak memaksakan penjualannya sehingga pengunjung nyaman berjalan di sepanjang koridor mehuju makam.. Buka setiap hari kata warga setempat 24 jam kecuali pada saat  memasuki waktu shalat tutup sementara...,Positive,alhamdulillah suasananya ramai pengunjungnya jarang sepi akses mudah warga pedagang setempatpun ramah tak memaksakan penjualannya pengunjung nyaman berjalan koridor mehuju makam buka warga jam kecuali memasuki shalat tutup,1.0
makam sunan kalijaga,Tempat yg istimewa luarbiasa.. Yg sangat lerigi. Nyaman adem air conversation,Positive,istimewa luarbiasa lerigi nyaman adem air conversation,1.0
makam sunan kalijaga,bersih dan asri,Positive,bersih asri,1.0
makam sunan kalijaga,"Malam minggu ramai lancar.
Khas makam sunan sini aja, makam sunan lain enggak, tek tek tek tek tek tek tek tek",Positive,malam minggu ramai lancar khas makam sunan makam sunan tek tek tek tek tek tek tek tek,1.0
makam sunan kalijaga,Wow...rame sekali..,Positive,wow rame,1.0
makam sunan kalijaga,Tempatnya bagus,Positive,tempatnya bagus,1.0
makam sunan kalijaga,"Alhamdulillah bisa Ziarah ke Makam Kanjeng Sunan Kalijaga untuk pertama kalinya, tempat nya luas utk ratusan Peziarah. bisa berbelanja oleh"" seperti Sarung, Baju Muslim, Sajadah & tasbih dll. Untuk Parkiran Bus nya tidak terlalu luas jadi banyak bus yg parkir di pinggir jalan",Negative,alhamdulillah ziarah makam kanjeng sunan kalijaga kalinya luas ratusan peziarah berbelanja sarung baju muslim sajadah tasbih dll parkiran bus tidak luas bus parkir pinggir jalan,0.0
makam sunan kalijaga,"Alhamdulillah, bisa ziarah ke makam wali Alloh
Walau sampai di sini sudah larut malam tapi suasana di komplek pemakaman tetap ramai oleh penziarah dari segala penjuru kota. Termasuk saya sendiri dari Bogor Jawa Barat dalam agenda kerja. Tidak saya sia2kan waktu untuk datang kesini. Masyallah
Semoga kita semua senantiasa dalam lindungan Alloh SWT. Aamiin",Positive,alhamdulillah ziarah makam wali allah larut malam suasana komplek pemakaman ramai penziarah penjuru kota bogor jawa barat agenda kerja tidak siakan kesini masyallah semoga senantiasa lindungan allah swt amin,1.0
makam sunan kalijaga,Tenang bgt ziarah disini,Positive,tenang banget ziarah,1.0
makam sunan kalijaga,Pengalaman pertama ...menginjalan kaki di jawa tengah...ini tempat pertama yg kami kunjungi...alhamdulillah,Positive,pengalaman menginjalan kaki jawa kunjungi alhamdulillah,1.0
makam sunan kalijaga,Alhamdulillah bisa ziarah ke sini untuk pertama kali nya. Tempat nya nyaman bersih dan alhamdulillah nya tadi saya bisa duduk di barisan depan.,Positive,alhamdulillah ziarah kali nyaman bersih alhamdulillah duduk barisan,1.0
